Hisse,Adi,Sektor,Alt Grup,Aciklama,Beta,FiyatKazanc Orani,PDDD Orani,FiyatSatis Orani,Kar Marji (%),Dolasimdaki Lot,Toplam Gelir,Net Kar,Son Kapanis Fiyati,52 Hafta En Yuksek,52 Hafta En Dusuk,Ortalama Hacim (10 gun),Piyasa Degeri,Son Fiyat,1 Ay Degisim (%),3 Ay Degisim (%),6 Ay Degisim (%),1 Yil Degisim (%),5 Yil Degisim (%),Volatilite
OYYAT.IS,OYAK YATIRIM MENKUL,Financial Services,Capital Markets,"Oyak Yatirim Menkul Degerler A.S. provides research, brokerage, portfolio management, corporate finance, and fund operation services for the capital market instruments in Turkey. The company provides research services, including analysis, forecasts, and recommendations to investors on capital market instruments and other investment opportunities; and brokerage services comprising stock exchange brokerage, fixed income securities, BIST futures and options market transactions, over-the-counter derivative transactions, and investment funds transactions. It offers portfolio management and investment advisory services; corporate finance services, such as mergers and acquisitions, configurating debt/stock, initial public offering, debt instrument issuing, and financial consulting; and fund operation services. It serves its products to finance, insurance, energy, telecommunications, food, fertilizer, mining, port, real estate, retail, media, iron and steel, cement, logistics, and chemistry sectors. The company was incorporated in 1982 and is headquartered in Istanbul, Turkey.",-0.748,335472.8949501707,1.5722471,0.64762455,7.773,300000000.0,16018541568.0,1245179136.0,33.9,52.65,33.04,727792.0,10374000640.0,34.58000183105469,-0.4605637296537136,-12.984397658463276,-15.904662623322476,-6.641466046620461,444.672122036204,0.4406829721977159
OZATD.IS,OZATA DENIZCILIK,N/A,N/A,N/A,0.3073333333333334,1453606.8721566752,172088.17295995334,2.7887602,33.209666666666664,2283698464.0,79723833600.0,19129077205.333332,87.15,185.7,69.65,2359142.0,1167457408.0,1500016.0774998665,0.8069129086365274,-11.443041065071204,-24.28571692792884,46.49569749787285,1190.9728308457998,0.720977261391033
OZGYO.IS,OZDERICI GMYO,Real Estate,REIT - Diversified,"Ozderici Gayrimenkul Yatirim Ortakligi A.S. operates as a real estate investment trust in Turkey. It designs projects in the real estate property sector in the areas of land improvement, project design, and urban transformation, as well as focuses on the housing sector. The company was founded in 1992 and is headquartered in Istanbul, Turkey.",0.6377666666666666,26.526545442499998,0.34666175,24.525772,-233.412,250000000.0,57796348.0,-134903904.0,5.55,7.15,4.76,2062545.0,1417500032.0,5.670000076293945,4.4198942088871735,5.3903337487784375,1.250003086669157,20.63830439134575,258.86075457516563,0.5602262073887517
OZKGY.IS,OZAK GMYO,Real Estate,REIT - Diversified,"Ozak Gayrimenkul Yatirim Ortakligi A.S. is a real estate investment trust. It invests in the real estate markets of Turkey.  Ozak Gayrimenkul Yatirim Ortakligi A.S. was founded in 2008 and is based in Istanbul, Turkey.",0.633,13.25,0.5628717,7.467849,-17.087999,1452640000.0,2577379584.0,-440411552.0,12.89,13.5,7.36,4180585.0,19247480832.0,13.25,6.0,19.261929878067885,23.25581395348837,86.09550860912091,1986.614204566148,0.4952752838249774
OZRDN.IS,OZERDEN AMBALAJ,Consumer Cyclical,Packaging & Containers,"Ozerden Ambalaj Sanayi A.S. produces and sells packaging products. The company offers insulated packaging and construction insulation products, such as bizofol; protective packaging products, including air bubble film and bag, bubble wrap, and air bed; and in-box packaging systems comprising airsafe and Ranpak paper cushioning systems. It also provides food packaging products, which consists of chocolate pads; metal packaging products; and supplementary products, such as PE foams, air dunnage, stretch film, box tapes, aluminum and reinforced tapes, masking tapes, PE films, reinforced PE films, protective films, invoice pockets, wrapping ropes, corrugated cardboards, straps, and paper rolls. The company was formerly known as Ozerden Plastik Sanayi ve Ticaret A.S. and changed its name to Ozerden Ambalaj Sanayi A.S. in July 2023. Ozerden Ambalaj Sanayi A.S. was founded in 1958 and is headquartered in Istanbul, Turkey.",-0.433,7.7515864,2.62996,1.8920805,9.5419995,73500000.0,332134400.0,31691502.0,8.47,20.571428,7.47,583901.0,628425024.0,8.550000190734863,-4.36240948494224,-2.524422645305376,-43.69708054982063,-23.85495680740886,1304.9306144771756,0.6488101516000379
OZSUB.IS,OZSU BALIK,Consumer Defensive,Farm Products,"Ozsu Balik Uretim Anonim Sirketi operates as a food company in Turkey and internationally. It produces and sells sea bream and sea bass fish products. Ozsu Balik Uretim Anonim Sirketi was incorporated in 1995 and is based in Izmir, Turkey.",0.13753333333333334,32.31111,3.3337157,1.0361938,4.7909997,60000000.0,1683854720.0,80677648.0,29.6,43.34,22.72,1053264.0,1744800000.0,29.07999992370605,-9.06816654171684,-20.935288502307078,-9.801493766271475,29.728475708842723,248.9039123120696,0.657629609600118
OZYSR.IS,OZYASAR TEL,N/A,N/A,N/A,0.3073333333333334,24.37383,172088.17295995334,2.7887602,33.209666666666664,2283698464.0,79723833600.0,19129077205.333332,26.22,40.98,22.46,1946029.0,2691456000.0,1500016.0774998665,0.4622528638884816,4.403524426050687,-6.923627774317503,-15.324673474910623,1190.9728308457998,0.720977261391033
PAGYO.IS,PANORA GMYO,Real Estate,REIT - Retail,Panora Gayrimenkul Yatirim Ortakligi A.S. is a real estate investment trust. It invests in the real estate markets of Turkey. Panora Gayrimenkul Yatirim Ortakligi A.S. is based in Turkey.,0.437,1.9879156,0.5563635,9.96597,501.367,87000000.0,574414784.0,2879927296.0,68.0,72.75,34.16,116181.0,5724600320.0,65.80000305175781,0.4220630649407507,29.393732011901257,38.999699744565305,110.18441288815067,1551.7192984892065,0.4536508870604911
PAMEL.IS,PAMEL ELEKTRIK,Utilities,Utilities - Renewable,"Pamukova Yenilenebilir Elektrik Uretim A.S. engages in the renewable energy business in Turkey. It is involved in the operation of 2 hydroelectric power plants with an installed power of 6,946 MW located in Adiyaman province, as well as 7.49 MW located in Tortum district of Erzurum province. The company was incorporated in 2007 and is based in Istanbul, Turkey. Pamukova Yenilenebilir Elektrik Uretim A.S. operates as a subsidiary of Pamukova Elektrik Uretim A.S.",2.061,489.1192857857143,4.1206074,60.133614,133.817,31095300.0,51658636.0,69127784.0,100.0,172.9,87.7,222062.0,3106420480.0,99.9000015258789,8.586958180303158,-1.479289918567877,-14.688298183063903,4.497911213797585,7525.954648052303,0.6521543464755115
PAPIL.IS,PAPILON SAVUNMA,Industrials,Security & Protection Services,"Papilon Savunma Teknoloji ve Ticaret A.S. manufactures and sells biometric devices and systems in Turkey. It offers fingerprint scanners, palm scanners, access control systems, biometric workstations, facial recognition, and identification systems, as well as face recognition SDK/API. The company also provides maintenance and repair services. It serves government, finance and telecommunication, health, law enforcement, media and marketing, facility and workforce management, travel and transportation, and retail and e-services industries. The company was incorporated in 2012 and is based in Ankara, Turkey.",0.5784696969696969,447261.5858784082,1.0862398,24.458357,-33.676997,206250000.0,105577408.0,-35555120.0,12.7,28.133333,8.916666,11524556.0,2582249984.0,12.520000457763672,7.008552665523833,5.802823612127804,-47.55598429192878,55.14508144064644,898.6347302474037,0.6136172444446564
PARSN.IS,PARSAN,Industrials,Specialty Industrial Machinery,"Parsan Makina Parcalari Sanayii A.S. produces and sells forging parts and components for light, medium, and heavy vehicle manufacturers in Turkey. The company offers body parts, including rear axle shafts, shafts, front axle beams, and front axle assemblies; and engine parts, such as crankshafts, camshafts, forged pistons, steering knuckles, rods, pinion forgings, various gear forgings, spider gears, slip shafts, and other products and assemblies, as well as arms and various parts for different sectors. It serves automotive, agricultural and construction equipment, aerospace, railway, and other industries. The company also exports its products to Germany, Belgium, Italy, France, Spain, the United Kingdom, Hungary, Czech Republic, Austria, the Netherlands, Egypt, and South Africa. Parsan Makina Parcalari Sanayii A.S. was founded in 1968 and is based in Pendik, Turkey. Parsan Makina Parcalari Sanayii A.S. is a subsidiary of Celik Holding A.S.",0.421,55.875,0.9849178,1.5858268,7.724,77112000.0,4347141120.0,335754656.0,88.75,140.0,78.6,340504.0,6893812736.0,89.4000015258789,2.054798040081669,0.959907899296476,-22.39582995297723,1.4755994032618305,421.2828193260353,0.5109414545648353
PASEU.IS,PASIFIK EURASIA LOJISTIK,Industrials,Integrated Freight & Logistics,"Pasifik Eurasia Lojistik Dis Ticaret A.S. operates as a logistics company in Europe, Asia, and Russia. The company operates in the fields of railway transportation, foreign trade, and customs and supply chain management. It also provides solutions to international transportation, block train and intermodal transportation, multimodal transport, logistics, and terminal services. The company was founded in 2013 and is headquartered in Ankara, Turkey.",0.5784696969696969,56.666668,17.665035,23.43636,8.137,672000000.0,828661056.0,67426472.0,29.26,30.04,12.55,8280336.0,19420798976.0,180.15131856189979,10.81288229706209,27.032965356177023,74.09637924340538,140.63279823285183,393.93796967967387,0.6076744067057042
PATEK.IS,PASIFIK TEKNOLOJI,Technology,Information Technology Services,"Pasifik Teknoloji A.S. provides computer and notebook technical service for home users and companies in Turkey. The company provides formatting, virus scanning and cleaning, motherboard repair, case repair, printer repair, monitor repair and maintenance, and support and management services. It also sells computer, antivirus, motherboard, and laptop spare parts sales, computer accessories, and software products. The company provides computer technical services, iPhone and iPad repair, annual maintenance, network and server setup, network cabling services. The company was formerly known as Pasifik Donanim ve Yazilim Bilgi Teknolojileri A.S. and changed its name to Pasifik Teknoloji A.S. in August 2024. Pasifik Teknoloji A.S. is based in Cankaya, Turkey.",0.5010526315789473,698.07697,72.02381,12.518216,-2.497,134000000.0,971424320.0,-24257436.0,90.8,193.0,38.5,1910644.0,12160499712.0,65.30888862963076,4.4905026993650425,28.723404255319156,22.3045872404849,135.71428571428572,1327.379404791803,0.5982826503589292
PCILT.IS,PC ILETISIM MEDYA,Communication Services,Advertising Agencies,"PC Iletisim ve Medya Hizmetleri Sanayi Ticaret A.S. provides media and integrated communication planning services in Turkey and internationally. It offers media planning and purchasing; digital performance agency; terrestrial and digital radio planning and purchasing services; and services in the areas of content marketing, collaborations, production, program purchase and sale, brand partnerships, and small and medium-sized event organizations and arrangements. The company was incorporated in 2009 and is based in Istanbul, Turkey. PC Iletisim ve Medya Hizmetleri Sanayi Ticaret A.S. operates as a subsidiary of Ilbak Holding Anonim Sirketi.",1.883,9.721926,2.7065654,0.3899045,4.575,118350000.0,5518281728.0,252447040.0,17.19,21.7,11.61,1530150.0,2151602944.0,18.18000030517578,5.8823542480719615,2.229132198120964,3.060271442173596,58.7569874774843,400.92313392415184,0.6605417259686542
PEHOL.IS,PERA YATIRIM HOLDING,Real Estate,REIT - Diversified,"PERA Gayrimenkul Yatirim Ortakligi AS is a publicly owned real estate investment trust. It invests in the real estate markets of Turkey. PERA Gayrimenkul Yatirim Ortakligi AS is based in Istanbul, Turkey.",0.6377666666666666,26.526545442499998,2.4338233,122.43136,1508.789,997920000.0,26979324.0,407061056.0,3.31,34.2,1.52,264673831.0,3303115264.0,3.309999942779541,93.56724379763143,63.861384853149495,-17.250001430511475,42.58464429957558,2391.419303787708,1.3786060023661455
PEKGY.IS,PEKER GMYO,Real Estate,REIT - Diversified,"Peker Gayrimenkul Yatirim Ortakligi Anonim Sirketi engages in the real estate investment business in Turkey, England, and Germany. The company qualifies as a real estate investment trust for federal income tax purposes. It generally would not be subject to federal corporate income taxes if it distributes at least 90% of its taxable income to its stockholders. The company was incorporated in 2017 and is based in Istanbul, Turkey.",0.29,77.0,0.29564214,-19.055365,508.4140230387755,2500000000.0,-202042832.0,1158526208.0,1.53,10.122527,1.066375,177623157.0,3849999872.0,1.5399999618530271,34.60644010417616,22.5521364187276,-26.12215389039083,-81.01817958689682,665.1109180666381,0.6089812834220799
PENGD.IS,PENGUEN GIDA,Consumer Defensive,Packaged Foods,"Penguen Gida Sanayi A.S. engages in the production and sale of fruit and vegetable products in Turkey. The company's products include jam, preserved vegetables, ready meals, preserved boiled legumes, tomato and pepper pastes, pickles, sauces and pastes, roasted products, fruit preserves, and frozen vegetables and fruits. It offers its products to national and local market chains, and middle-sized retailers, as well as mass consumption channels, such as hotels, restaurants, and cafeterias. The company exports its products to approximately 35 countries, including Germany, the United States, France, the Netherlands, Switzerland, Russia, and Sweden. Penguen Gida Sanayi A.S. was incorporated in 1988 and is headquartered in Bursa, Turkey.",-0.767,85.63967451794872,0.46882588,0.6520064,-7.872999999999999,175000000.0,1814399488.0,-142844688.0,6.73,8.9,5.62,2553670.0,1183000064.0,6.760000228881836,2.5796672588419645,2.1148088480809752,-13.222076226123406,23.80952713648809,672.0482207878237,0.5825625459826128
PENTA.IS,PENTA TEKNOLOJI URUNLERI DAGITI,Technology,Electronics & Computer Distribution,"Penta Teknoloji Urunleri Dagitim Ticaret A.S. distributes computer, hardware, and software goods in Turkey. The company offers Bazinet V3, a B2B e-commerce platform; and Bayinet mobile application for product review and warranty-failure tracking. It offers services, including Penta technology center, which provides demos, PoCs, hardware and software presentations, and end-to-end business solutions; printing technology center that offers printing solutions and digital printing machines; printing solutions management, a printing management model that measures consumables and printer usage of the users; and Penta subscription management which enables to display and manage subscriptions; Penta Mywarehouse, for physical storage and online management; Penta Integration, a system for storage, logistics, sales, and marketing services; Penta OnAir, a communication platform to reach resellers and customers; and 10 to 10 delivery service. The company was founded in 1990 and is headquartered in Istanbul, Turkey.",-0.43,17.306818,1.8788551,0.2610678,1.501,393516000.0,22956673024.0,344532736.0,15.08,24.6,12.7,1956808.0,5993248256.0,15.229999542236328,2.9749802671951704,3.535006816729146,-7.30371722854703,-10.517043874172373,329.14850170791425,0.6403982016747141
PETKM.IS,PETKIM,Basic Materials,Chemicals,"Petkim Petrokimya Holding Anonim Sirketi operates as a petrochemical company in Turkey. It operates through Petrochemical and Port segments. The company offers thermoplastics, such as low density polyethylene, high density polyethylene, polypropylene, masterbatches, and polyvinyl chloride; fiber raw materials, including acrylonitrile, mono-ethylene glycol, and pure terephthalic acid; aromatics, such as benzene, paraxylene, orthoxylene, and toluene; olefins comprising polymer and chemical purity propylene, and ethylene; iso propyl alcohol, 2ethyl hexanol, and styrene monomer; and other products, such as crude butadiene, raw C4, C5 mixture, aromatic oil, pyrolysis gasoline, diethyleneglycol, sodiumhydroxide, phthalic anhydride, cutter stock, glycol mixture, and atactic polypropylene. It also provides crude C4, spent sulfuric acid, FFS ROLL BAG, wet atactic polypropylene, wet teraftalic acid, vinyl chloride monomer, ethylene dichhloride, hydrochloric acid, and hydrogen chloride. Its products are used in the plastics, chemistry, packaging, pipes, paints, construction, agriculture, automotive, electronics, textiles, pharmaceuticals, detergents, and cosmetics industries. The company was founded in 1965 and is based in Istanbul, Turkiye. Petkim Petrokimya Holding A.S. is a subsidiary of Socar Turkey Petrokimya AS.",0.698,2.8401206,0.7713419,0.8565419,30.161,2534400000.0,55715606528.0,16804338688.0,18.45,26.2,17.12,42215380.0,47722749952.0,18.82999992370605,3.861008247889266,-17.194370654208004,-12.009344582412302,10.439887192349126,510.7027631917142,0.4529650644554686
PETUN.IS,PINAR ET VE UN,Consumer Defensive,Packaged Foods,"Pinar Entegre Et ve Un Sanayii A.S. produces and sells meat and by-products of bovine and ovine animals, poultry, and fish, as well as frozen dough products and ready meals under the Pinar brand in Turkey. It offers delicatessen products, including soudjouks, salamis, sausages, hams, smoked meats, and roasted raw meat products; frozen meat products, such as burgers, meatballs, and doner kebabs; frozen dough products comprising pizzas, puff pastries, mantis, and boyoz products. The company also provides frozen seafood products consisting of shrimps and squids, as well as anchovy, sardine, and haddock products; and unprocessed meat products, such as unprocessed beef, turkey, and lamb products. It offers its products through stores and e-commerce platforms. The company also exports its products. The company was founded in 1983 and is headquartered in Izmir, Turkey. Pinar Entegre Et ve Un Sanayii A.S. is a subsidiary of Yasar Holding A.S.",0.425,3.3663366,0.50022066,0.55841154,9.445,303344992.0,5540929536.0,523341344.0,10.18,15.0,9.1,2870470.0,3094118912.0,10.199999809265137,-3.2258079109908797,-1.44928083744949,-15.652690634591664,18.869411496401067,3502.594923644569,0.5895099566928506
PGSUS.IS,PEGASUS,Industrials,Airlines,"Pegasus Hava Tasimaciligi Anonim Sirketi, together with its subsidiaries, provides airline services. It offers services on short- and medium-haul and point-to-point routes on its domestic and international transit network. The company also provides cargo and training services, as well as operates scheduled flights from four other domestic hubs in Ankara, Adana, Antalya, and Izmir. As of December 31, 2023, it operates 109 aircrafts. The company was incorporated in 1990 and is headquartered in Istanbul, Turkey. Pegasus Hava Tasimaciligi Anonim Sirketi is a subsidiary of Esas Holding A.S.",1.068,3.4244223,1.4544948,1.0686829,22.594,500000000.0,102602932224.0,23181643776.0,218.4,260.0,132.58041,6902877.0,109650001920.0,219.3000030517578,-2.533331976996528,-10.380054848082755,-3.689061927565046,67.7387424745682,1166.962859005754,0.5175177418004061
PINSU.IS,PINAR SU,Consumer Defensive,Beverages - Non-Alcoholic,"Pinar Su ve Icecek Sanayi ve Ticaret A.S. produces and sells bottled water, functional beverages, natural mineral water, lemonade, and plain and fruit-flavored sparkling water in Turkey. The company exports its products to Germany, England, Holland, France, Belgium, Kosovo, Kuwait, Qatar, Saudi Arabia, the United Arab Emirates, Singapore, Australia, and the United States. Pinar Su ve Icecek Sanayi ve Ticaret A.S. was founded in 1984 and is headquartered in Izmir, Turkey.",0.333,336.0,1.2073302,1.4451284,13.871,284288000.0,1321969280.0,183366144.0,6.74,9.766666,4.103333,1998554.0,1910415360.0,6.71999979019165,2.127657570043611,-11.578949019519266,-15.151518617962168,75.60977585265132,1516.4842182475948,0.55420456988432
PKART.IS,PLASTIKKART,Industrials,Business Equipment & Supplies,"Plastikkart Akilli Kart Iletisim Sistemleri Sanayi ve Ticaret A.S. manufactures and sells smart cards. The company offers contact, contactless, and dual interface banking/payment cards; loyalty and transportation cards; e-government and ID cards; payphone and metering cards; SIM cards; and security solutions, such as PKI cards, readers, and tokens. It also provides security printing; card personalization; card life cycle management and processing; server hosting; and consultancy services, including card-based projects management, printing design consultancy, and card technology training services. The company was incorporated in 2000 and is headquartered in Istanbul, Turkey. Plastikkart Akilli Kart Iletisim Sistemleri Sanayi ve Ticaret A.S. is a subsidiary of Gemalto B.V.",0.556,0.030867014,5.210814,1.1241524,4.168,22750000.0,1505667712.0,62757744.0,70.15,128.0,32.1,443283.0,1692600064.0,74.4000015258789,20.388353469853,7.670048001148273,-25.525525135647044,129.62962352471888,737.3074767852713,0.5918279971029046
PKENT.IS,PETROKENT TURIZM,Consumer Cyclical,Resorts & Casinos,"Petrokent Turizm A.S. engages in the operation of resorts in Turkey. Its facilities include VONRESORT golden beach and VONRESORT Abant resorts. The company was incorporated in 1977 and is headquartered in Ankara, Turkey.",3.039,661.8421,194.65944,6.841931,39.86,24883200.0,914672320.0,364587744.0,247.5,449.25,197.1,159374.0,6258124800.0,251.5,6.703437953470727,13.64663196194308,-13.573883161512027,18.912529550827426,4579.069767441861,0.7717506923490293
PLTUR.IS,PLATFORM TURIZM,Industrials,Rental & Leasing Services,"Platform Turizm Tasimacilik Gida Insaat Temizlik Hizmetleri Sanayi ve Ticaret Anonim Sirketi provides personnel and student transportation. The company is involved in the fleet rental; construction equipment and specially equipped vehicle rental; camps and cultural trip organizations; travel agency management; food transportation and distribution services; and metrobus and public transportation services. It also provides personnel support services primarily in the areas of the service sector, including cleaning and security, such as building and office cleaning, auxiliary officer, and technical office staff services. The company was incorporated in 2002 and is headquartered in Istanbul, Turkey.",0.5784696969696969,45.540985,1.7374445,2.555075,5.689,244750000.0,2661039360.0,151399472.0,28.74,33.28,13.1,4393803.0,6799155200.0,27.780000686645508,4.830191270360407,17.413359534252226,56.1541178999576,98.16567049036908,179.40431355577144,0.6050368780356695
PNLSN.IS,PANELSAN CATI CEPHE,Industrials,Building Products & Equipment,"Panelsan Cati Cephe Sistemleri Sanayi Ve Ticaret A.S. manufactures and sells sandwich panels for heat insulation, water insulation, sound insulation, and fire resistance. The company offers wall panels, roof panels, EPS products, and complementary products. Its products are used in industrial constructions, thermal power plants, shopping malls, electric power plants, military and social constructions, sport facilities, containers, cold rooms, clean chambers, animal shelters, and poultry farms. The company sells its products in the Balkans, the Middle East, the Republic of Turkey, Africa, and Europe. The company was founded in 2004 and is based in Ankara, Turkey.",0.324,42.955753,2.1123636,2.0223255,4.559,75000000.0,1800155392.0,82071416.0,48.3,104.4,35.46,1411882.0,3640499968.0,48.540000915527344,21.715144472089627,8.348218174461266,-24.11083416790043,-11.621877292023203,349.5301860611399,0.5615348848054381
PNSUT.IS,PINAR SUT,Consumer Defensive,Packaged Foods,"Pinar Sut Mamulleri Sanayii A.S., through its subsidiaries, processes, produces, and sells milk and dairy products in Turkey. It offers milk, butter, cheese, yoghurts, kefir, ayrans, creams, fruit juices and drinks, ketchup, mayonnaise, chocolate topping, mustard, hot and BBQ sauce, whipped cream, milk powder, lemonade, frii, pinar sausage, salami, kavurma, ham, smoked meat, convenience foods, sea foods, bottled water, and out-of-home consumption products under the Pinar brand name. The company was incorporated in 1973 and is headquartered in Izmir, Turkey. Pinar Sut Mamulleri Sanayii A.S. is a subsidiary of Yasar Holding A.S.",0.143,85.63967451794872,0.3890445,0.3449913,-6.879,314656992.0,9120722944.0,-627419904.0,9.88,15.0,9.3,1485508.0,3146569984.0,10.0,0.3009000217422434,-5.749290069895071,-19.40125894025833,11.376298844553324,1703.799423354994,0.5862514150915977
POLHO.IS,POLISAN HOLDING,Basic Materials,Specialty Chemicals,"Polisan Holding A.S., together with its subsidiaries, engages in the production and sale of chemical products in Turkey. The company operates through Chemical Products, Port, and Services segments. It offers formaldehyde, formaldehyde resins, construction chemicals, and AUS 32; and bulk liquid storage, general warehouse, and loading and unloading services for dry bulk and general cargo vessels. The company also provides polyethylene terephthalate granule and preform products for use in beverage, food, and drink containers, as well as in synthetic fibers. In addition, it offers paints and concrete chemicals. Further, the company provides port, storage, and warehousing services. Polisan Holding A.S. was founded in 2000 and is headquartered in Istanbul, Turkey.",0.437,18.714285,0.60770065,2.2089014,11.798,758499968.0,4048489728.0,477655328.0,11.81,16.85,9.9,2902299.0,8942714880.0,11.789999961853027,12.607446620426972,0.0848915883575631,-10.816946114155968,-4.1452879093003885,310.8219880138396,0.5115055989526099
POLTK.IS,POLITEKNIK METAL,Basic Materials,Specialty Chemicals,"Politeknik Metal Sanayi ve Ticaret Anonim Sirketi engages in the manufacture and sale of aluminum surface treatment chemicals in Turkey. The company offers anodizing chemicals and powder coating pretreatment chemicals. It also provides engineering, design, and consultancy services for anodizing lines; and anodizing plant accessories, including jig holders, jigs, plastic clamps, plastic pliers, and sealing balls. In addition, the company offers anodizing plant equipment, such as acid recovery systems, acid pumps, waste water treatment systems, blowers, chiller and cooling towers, anodizing rectifiers and tanks, anodizing cranes, filter pumps and presses, exhaustion and automatic systems, automatic chemical dosing systems, plate heat exchangers, pneumatic clamping devices, electro coloring transformers, hot water and steam boilers, cooling skids, water conditioning systems, and loading and unloading lifts. It also exports its products internationally. The company was founded in 1985 and is based in Istanbul, Turkey. Politeknik Metal Sanayi ve Ticaret Anonim Sirketi operates as a subsidiary of Coventya Beteiligungs GmbH.",1.323,3326.8293,104.51947,55.21593,-9.629,3750000.0,463181536.0,-44600920.0,6752.5,27750.0,5875.0,2229.0,25575000064.0,6820.0,-14.375392341494036,1.1119347664936992,-21.315258148254976,-48.508871272178176,8932.352275778085,0.6978741556614078
PRDGS.IS,PARDUS GIRISIM,Financial Services,Asset Management,"Pardus Girisim Sermayesi Yatirim Ortakligi Anonim Sirketi operates as a corporate capital market company in Turkey. It operates a portfolio of venture capital investments, capital market instruments, and other assets and transactions. The company is headquartered in Sariyer, Turkey.",0.6029491525423728,335472.8949501707,7269.297787140282,-23.627539620371426,30.40542853412698,196000000.0,39491512132.02857,7285989921.619719,5.65,8.25,4.67,3081758.0,1125040000.0,5.739999771118164,-1.2048222435590668,-3.852596769791558,-9.46372818658081,-2.214652759376268,128.68525071423463,0.6052008905686629
PRKAB.IS,TURK PRYSMIAN KABLO,Industrials,Electrical Equipment & Parts,"Turk Prysmian Kablo ve Sistemleri Anonim Sirketi produces, imports, exports, and trades in cables, conductors, machines, apparatuses, tools and equipment, and spare parts and accessories worldwide. It offers high and extra high voltage underground and submarine cable systems, low and medium voltage cables, network components, and value added engineering, as well as monitoring and maintenance systems and services for utilities and power grids; and turnkey services for the construction of submarine power links for high power interconnectors and large offshore wind farms. The company also provides optical fibre cables, optical and copper cables, connectivity components, and accessories for telecom industries; armored cables for fixed power installations in industrial applications; and medium-voltage cables for the commercial, industrial, and urban residential networks. In addition, it offers high voltage cables for hybrid and electric cars; cable and wiring solution for aerospace applications; control, power, high temperature, data, specialty, jumper, composite, pantograph, and databus cables for rolling stock industry; medium and low-voltage power, communication, control, signalling, fibre, and data cables, as well as cable accessories for railway applications; elevator and escalator cables; and studio broadcast cables. Further, the company provides cable solutions for renewable energy, oil and gas, nuclear, mining, crane, marine, military, defence, and water treatment applications, as well as for other industries and OEMS; and asset monitoring systems and electronics. It offers its products under the Prysmian, General Cable, and Draka brands. The company was formerly known as Turk Pirelli Kablo ve Sistemleri A.S. and changed its name to Turk Prysmian Kablo ve Sistemleri Anonim Sirketi in September 2005. The company was founded in 1964 and is headquartered in Mudanya, Turkey. Turk Prysmian Kablo ve Sistemleri Anonim Sirketi is a subsidiary of Draka Holding B.V.",0.062,447261.5858784082,6.083958,0.5858861,-1.619,215734000.0,11046549504.0,-178854288.0,29.92,53.5,28.18,1357737.0,6472019968.0,30.0,2.24948822078958,-4.030710875419932,-18.52254142137569,3.7344395603627367,1076.3687617919336,0.6668464803025731
PRKME.IS,PARK ELEK.MADENCILIK,Energy,Thermal Coal,"Park Elektrik Uretim Madencilik Sanayi ve Ticaret A.S., through its subsidiary, Konya Ilgin Elektrik Uretim Sanayi ve Ticaret A.S., generates and sells electricity in Turkey. It focuses on establishing a thermal power plant with an installed capacity of 500MW in the Ilgin District, Konya. The company was founded in 1994 and is headquartered in Istanbul, Turkey. Park Elektrik Uretim Madencilik Sanayi ve Ticaret A.S. is a subsidiary of Park Holding A.S.",1.0053333333333332,12.860465,1.1905276,7.514654,58.277,148867008.0,438202240.0,255371072.0,20.12,29.6,16.1,2508460.0,3292938240.0,22.1200008392334,25.1839317698112,19.245292447454343,-8.516822932254374,31.42653577711666,694.4570063484283,0.5293025683983239
PRZMA.IS,PRIZMA PRESS MATBAACILIK,Industrials,Specialty Business Services,"Prizma Pres Matbaacilik Yayincilik Sanayi ve Ticaret A.S. engages in the printing and publishing activities. The company's services include printing of courses and supplementary textbooks, children's stories and fairy tale books, and question banks and test books. Prizma Pres Matbaacilik Yayincilik Sanayi ve Ticaret A.S. was founded in 1975 and is headquartered in Istanbul, Turkey.",0.058,24.366665,0.56399965,18.742249,162.672,72000000.0,28082008.0,45681516.0,7.16,21.666666,6.7,3113242.0,526320000.0,7.309999942779541,-24.248702261680734,-35.15670827021797,-40.375205495030855,-44.452887328740815,458.015287181561,0.5540188576961697
PSDTC.IS,PERGAMON DIS TICARET,Industrials,Conglomerates,"Pergamon Status Dis Ticaret A.S. operates as a mediate in the exports and imports of manufacturers in various industry. The company provides export intermediation services; and tax and foreign trade consultancy services related to tax, other financial legislations, customs, foreign exchange, export, import, inward processing, factoring, and Exim loans in foreign trade. It offers legislation and bulletin services, such as changes and developments in tax and other financial legislation, and foreign trade legislation; contact meetings and panels; and information sharing services, such as information about the seminars, panels, or conferences. The company was formerly known as Pergamos Dis Ticaret A.S. and changed its name to Pergamon Status Dis Ticaret A.S. as a result of its merger with Status Dis Ticaret A.S. in 2005. Pergamon Status Dis Ticaret A.S. was incorporated in 2001 and is based in Izmir, Turkey.",1.017,39.339626,5.031674,27.435328,69.611,7425000.0,22571080.0,15711967.0,83.65,158.4,53.75,442592.0,619244992.0,83.4000015258789,7.821594274215733,-28.71794741377871,-10.080860888540265,68.80318865763662,1422.1877696862475,0.5934956630733973
